Incident Date,State,City Or County,Address,# Killed,# Injured,#Total
4-Feb-19,Louisiana,Baton Rouge,4000 block of Topeka St,0,4,4
3-Feb-19,Illinois,Chicago,938 E 75th St,2,5,7
3-Feb-19,California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0,4
1-Feb-19,California,San Diego,6800 block of Springfield St,0,4,4
28-Jan-19,Texas,Houston,7815 Harding St,2,5,7
27-Jan-19,Alabama,Birmingham,Avenue O and Warrior Rd,0,5,5
26-Jan-19,Georgia,Albany,300 block of W Roosevelt,0,4,4
26-Jan-19,Louisiana,Gonzales,42350 Church Point Rd,5,0,5
26-Jan-19,Indiana,Indianapolis,2957 N Sherman Dr,0,5,5
26-Jan-19,New Jersey,Newark,612 Bergen St,1,3,4
24-Jan-19,Pennsylvania,State College,1450 S Atherton St,4,1,5
24-Jan-19,Georgia,Rockmart,319 Williamson St,4,1,5
23-Jan-19,Florida,Sebring,1901 US 27 S,5,0,5
20-Jan-19,Florida,Miami,26133 SW 139th Ave,0,4,4
19-Jan-19,Pennsylvania,Lebanon,1140 Church St,0,4,4
19-Jan-19,South Carolina,Gaffney,1435 Wilcox Ave,1,4,5
19-Jan-19,Illinois,Chicago,4400 block of W Madison St,0,4,4
19-Jan-19,Florida,Jacksonville,11445 Brian Lakes Drive,3,2,5
19-Jan-19,Texas,Houston,7041 Sherman St,3,2,5
17-Jan-19,Kentucky,Owensboro,940 Audubon Ave,3,1,4
16-Jan-19,Florida,Jacksonville,Emerson St and Spring Park Rd,1,5,6
16-Jan-19,California,Palmdale,Ranch Center Dr and 40th St W,3,1,4
15-Jan-19,Arkansas,Little Rock,5420 Baseline Rd,1,4,5
13-Jan-19,Arizona,Phoenix,2445 E Van Buren St,1,5,6
6-Jan-19,New Mexico,Roswell,1300 block of W College Blvd,0,4,4
4-Jan-19,Virginia,Hurt,3197 Shula Dr,3,2,5
4-Jan-19,California,Torrance,22501 Hawthorne Blvd,3,4,7
3-Jan-19,Arizona,Yuma,3800 block of E County 18½ St,1,3,4
2-Jan-19,Arkansas,Jonesboro,3516 Galaxy St,1,3,4
1-Jan-19,South Carolina,Columbia,1709 Decker Blvd,0,5,5
1-Jan-19,Florida,Tallahassee,2020 W Pensacola St,0,5,5
31-Dec-18,Ohio,Cleveland,4462 Denison Ave,3,2,5
29-Dec-18,Ohio,Lima,904 S Main St,1,3,4
28-Dec-18,Missouri,Saint Charles,150 Whetstone Dr,4,1,5
24-Dec-18,Louisiana,Lutcher,2176 Main St,2,2,4
23-Dec-18,Missouri,Springfield,1042 W College St,1,6,7
22-Dec-18,Nevada,Las Vegas,3528 S Maryland Pkwy,0,4,4
18-Dec-18,Maryland,Baltimore,3942 Park Heights Ave,0,5,5
15-Dec-18,Florida,Miami,239 NW 16th St,0,5,5
14-Dec-18,Colorado,Colorado Springs,700 block of Geiger Ct,1,3,4
13-Dec-18,Pennsylvania,Philadelphia,4505 N Broad St,0,4,4
11-Dec-18,Louisiana,Natchitoches,Caspari St and University Pkwy,1,3,4
9-Dec-18,Wisconsin,Madison,3554 E Washington Ave,0,4,4
8-Dec-18,California,Inglewood,801 S Inglewood Ave,0,5,5
8-Dec-18,New York,Corona (Queens),89-25 130th St,0,5,5
1-Dec-18,Florida,Miami,NW Fifth Ave and NW Eighth St,0,5,5
26-Nov-18,Tennessee,Powell,Tammy Dr,0,4,4
25-Nov-18,Alabama,Demopolis,Floyd St and Field St,2,2,4
25-Nov-18,California,Oakland,1000 block of 24th St,0,4,4
25-Nov-18,Texas,Houston,4500 block of Yale St,1,3,4
23-Nov-18,Florida,Miami,5801 NW 27th Ave,2,5,7
22-Nov-18,Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,5
21-Nov-18,Missouri,Saint Louis,4200 block of Shreve Ave,0,4,4
19-Nov-18,Colorado,Denver,1200 21st Street,1,4,5
19-Nov-18,Pennsylvania,Philadelphia,5100 block of Malcolm St,4,0,4
18-Nov-18,California,Los Angeles (Watts),95th St and Defiance Ave,1,4,5
16-Nov-18,Arkansas,Little Rock,4405 W 14th St,3,1,4
14-Nov-18,Louisiana,Baton Rouge,4896 Gus Young Ave,3,1,4
13-Nov-18,New Mexico,Gallup,CR 1 and Defiance Draw Rd,4,1,5
12-Nov-18,North Carolina,Dunn,4640 Woods Crossroads Rd,3,1,4
11-Nov-18,Arizona,Globe,598 N Broad St,3,1,4
7-Nov-18,California,Thousand Oaks,99 Rolling Oaks Dr,13,2,15
3-Nov-18,New York,Watertown,136 Franklin St,0,5,5
2-Nov-18,California,Long Beach (North Long Beach),5800 block of Brayton Ave,0,4,4
2-Nov-18,Florida,Tallahassee,1950 Thomasville Rd,3,4,7
1-Nov-18,Minnesota,Minneapolis,3400 block of Girard Ave N,0,5,5
1-Nov-18,Missouri,Springfield,906 E Locust St,3,2,5
31-Oct-18,Michigan,Detroit,19000 block of Langholm St,1,3,4
30-Oct-18,California,Vallejo,Woodrow Ave and Reis Ave,2,3,5
30-Oct-18,California,Los Angeles,65th Place and Vermont Avenue,0,5,5
29-Oct-18,California,Riverside,3252 Mission Inn Ave,0,7,7
28-Oct-18,Arkansas,El Dorado,2 Whites Quarters,2,2,4
27-Oct-18,Tennessee,Memphis,4275 Lady Slipper Ln,0,5,5
27-Oct-18,Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,7,18
26-Oct-18,New Jersey,Jersey City,77 Brinkerhoff St,1,3,4
24-Oct-18,Illinois,Chicago,6200 block of S King Dr,0,5,5
22-Oct-18,Illinois,Chicago,9231 S Cottage Grove Av,0,6,6
21-Oct-18,Florida,Jacksonville,900 block of A Philip Randolph Blvd,1,5,6
21-Oct-18,Washington,Lakewood,8722 S Tacoma Way,1,3,4
16-Oct-18,Georgia,Atlanta,Broad St,0,4,4
15-Oct-18,Tennessee,Columbia,1075 Carters Creek Pike,5,0,5
14-Oct-18,Texas,Fort Worth,5310 E Rosedale St,0,4,4
14-Oct-18,Nevada,Las Vegas,2815 W Lake Mead Blvd,3,1,4
14-Oct-18,California,Palo Alto (East Palo Alto),2500 block of Pulgas Ave,2,2,4
13-Oct-18,Texas,Taft,511 Wilburn St,4,1,5
13-Oct-18,Missouri,Saint Louis,400 block of Midlothian Road,0,4,4
12-Oct-18,South Carolina,Spartanburg,1620 John B White Sr Blvd,0,6,6
12-Oct-18,Nevada,Las Vegas,6500 block of W Charleston Blvd,0,4,4
8-Oct-18,Alabama,Birmingham,Joppa Ave,0,4,4
6-Oct-18,Oklahoma,Tulsa,9453 E 31st St,0,4,4
6-Oct-18,Texas,Houston,6802 Cullen Blvd,1,3,4
6-Oct-18,California,Oakland,Williams St and Telegraph Ave,0,6,6
4-Oct-18,Georgia,Swainsboro,Lucky St,0,4,4
4-Oct-18,New Mexico,Espanola (Española),1813 N Riverside Dr,1,3,4
3-Oct-18,South Carolina,Florence,932 Ashton Dr,2,6,8
3-Oct-18,Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,5
1-Oct-18,Illinois,Chicago,500 block of S Michigan Ave,2,2,4
30-Sep-18,California,Compton,1300 E Palmer St,1,3,4
29-Sep-18,Florida,Orlando,1700 block of 24th St,1,4,5
28-Sep-18,Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2,4
24-Sep-18,Tennessee,Memphis,1528 Ragan St,3,2,5
23-Sep-18,California,Bakersfield,2600 block of Chandler Court,1,4,5
23-Sep-18,California,Baldwin Park,3700 block of Loma Lane,0,4,4
22-Sep-18,New York,Hempstead,Dolan St,0,4,4
21-Sep-18,District of Columbia,Washington,1800 block of Benning Rd NE,0,4,4
20-Sep-18,Maryland,Aberdeen,1501 Perryman Rd,4,3,7
20-Sep-18,New York,Syracuse,1317 Midland Ave,0,5,5
19-Sep-18,Wisconsin,Middleton,1850 Deming Way,1,4,5
19-Sep-18,Pennsylvania,Masontown,1 E Church St,1,4,5
19-Sep-18,Illinois,Chicago,W Cermak Rd and S State St,0,4,4
18-Sep-18,Louisiana,New Orleans (Algiers),1100 block of Sumner St,0,4,4
18-Sep-18,Tennessee,Memphis,4622 Faronia Rd,0,4,4
17-Sep-18,Maryland,Silver Spring,123 Amberleigh Dr,4,1,5
15-Sep-18,Wisconsin,Milwaukee,820 S 21st St,0,4,4
12-Sep-18,California,Bakersfield,660 Manwell Blvd,6,0,6
11-Sep-18,Illinois,Chicago,10600 block of S Bensley Avenue,0,4,4
10-Sep-18,Tennessee,Memphis,140 Lt George W Lee Ave,0,5,5
9-Sep-18,Illinois,Elgin,550 S McLean Blvd,1,3,4
9-Sep-18,Alabama,Auburn,224 W Magnolia St,1,4,5
9-Sep-18,Florida,Jacksonville,N/A,0,4,4
7-Sep-18,Minnesota,Minneapolis,2024 N Washington Ave,1,3,4
6-Sep-18,Ohio,Cincinnati,511 Walnut St,4,2,6
4-Sep-18,Georgia,Albany,1200 block of Gillespie Ave,0,4,4
2-Sep-18,Texas,San Antonio,600 block of Morningview St,0,4,4
2-Sep-18,New Jersey,Paterson,43 12th Ave,2,2,4
2-Sep-18,Alabama,Birmingham,500 23rd St S,0,7,7
2-Sep-18,Arkansas,Fort Smith,801 Garrison Ave,0,4,4
2-Sep-18,California,San Bernardino,1277 East Lynwood Drive,0,8,8
2-Sep-18,New Jersey,Trenton,Stuyvesant Ave and Bryn Mawr Ave,0,4,4
1-Sep-18,Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3,4
1-Sep-18,Ohio,Cleveland,3232 Lakeside Ave East,1,7,8
31-Aug-18,Colorado,Aurora,1900 block of Peoria St,2,3,5
27-Aug-18,Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3,4
26-Aug-18,Florida,Jacksonville,2 Independent Dr,3,9,12
25-Aug-18,Virginia,Richmond,4 N 18th St,0,5,5
25-Aug-18,Tennessee,Nashville,1564 9th Ave N,1,4,5
23-Aug-18,Pennsylvania,Philadelphia,5800 block of Oakland St,0,4,4
23-Aug-18,Maryland,Baltimore,1700 block of Homestead St,0,4,4
22-Aug-18,Missouri,Saint Louis,I-64 and Jefferson Ave,0,4,4
21-Aug-18,Tennessee,Memphis,2119 E Alcy Rd,0,4,4
20-Aug-18,Tennessee,Jackson,60 Heritage Square,1,4,5
20-Aug-18,Ohio,Cleveland,E 94th St and Kinsman Rd,1,3,4
19-Aug-18,Illinois,Chicago,7400 block of S Dante Ave,0,5,5
18-Aug-18,New York,Bronx,925 Allerton Ave,0,4,4
17-Aug-18,Illinois,Chicago,1600 block of W 65th St,0,7,7
15-Aug-18,South Carolina,Greenwood,104 Mimosa Ct,0,5,5
14-Aug-18,Pennsylvania,Wyncote,1000 S Easton Rd,0,5,5
12-Aug-18,California,Clearlake,4786 Yarrington Ct,4,1,5
12-Aug-18,Pennsylvania,Pittsburgh (East Liberty),5600 block of Broad St,0,4,4
11-Aug-18,California,San Francisco,Geneva St and Mission St,1,4,5
11-Aug-18,Colorado,Thornton,4050 E 100th Ave,1,3,4
11-Aug-18,Ohio,Columbus,1280 Summit St,0,4,4
10-Aug-18,Missouri,Saint Louis,1515 N 13th St,0,4,4
10-Aug-18,Michigan,Detroit,6300 block of Vinewood St,0,4,4
8-Aug-18,New Jersey,Paterson,Mercer St and Franklin St,0,4,4
8-Aug-18,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,6
5-Aug-18,Illinois,Chicago,50 block of N Leclaire Ave,1,4,5
5-Aug-18,Illinois,Chicago,1300 block of S Millard Ave,1,5,6
5-Aug-18,Illinois,Chicago,1300 block of W 76th St,0,8,8
5-Aug-18,Illinois,Chicago,900 block of S Karlov Ave,0,4,4
5-Aug-18,Illinois,Chicago,1600 block of S Avers Ave,0,4,4
4-Aug-18,Nevada,Las Vegas,3400 block of Coran Ln,0,6,6
4-Aug-18,Missouri,Kansas City,E 18th St and Highland Ave,0,6,6
4-Aug-18,Illinois,Chicago,1600 block of N Leclaire Ave,1,3,4
4-Aug-18,Wisconsin,Milwaukee,40th St and Vliet St,0,4,4
31-Jul-18,California,Gardena,1212 West 135th Street,2,3,5
30-Jul-18,Georgia,Savannah,12328 Largo Dr,0,4,4
30-Jul-18,Illinois,Chicago,1200 block of S Avers Ave,0,4,4
29-Jul-18,Pennsylvania,York,100 block of E Maple St,0,4,4
29-Jul-18,Arizona,Phoenix,2501 E Van Buren St,1,4,5
29-Jul-18,Michigan,Lansing,Spring and River Street,0,4,4
28-Jul-18,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,10
28-Jul-18,California,Los Angeles,8801 S Vermont Ave,2,4,6
27-Jul-18,Texas,Robstown,603 East Ave J,5,0,5
27-Jul-18,Illinois,Chicago,1100 block of S Troy St,0,4,4
26-Jul-18,Ohio,Cleveland,18416 St Clair Ave,1,6,7
26-Jul-18,California,Oakland,73rd Ave and Bancroft Ave,2,2,4
26-Jul-18,Texas,Dallas,3019 South Blvd,0,6,6
25-Jul-18,Louisiana,New Orleans,7000 block of Bullard Ave,0,4,4
23-Jul-18,Illinois,Chicago,6400 block of S May St,0,5,5
21-Jul-18,Maryland,Baltimore,1000 block of Dundalk Ave,0,4,4
21-Jul-18,Illinois,Chicago,3100 block of W Fulton St,2,5,7
20-Jul-18,Washington,Sunnyside,500 block of S 15th St,1,4,5
20-Jul-18,New Jersey,Elizabeth,323 Irvington Ave,0,4,4
18-Jul-18,Oklahoma,Oklahoma City,7201 Melrose Ln,0,4,4
16-Jul-18,Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,6
16-Jul-18,District of Columbia,Washington,300 block of 53rd St NE,1,4,5
16-Jul-18,Pennsylvania,Philadelphia,2100 block of N 4th St,1,4,5
15-Jul-18,Colorado,Denver,50th Ave and Grant St,0,4,4
15-Jul-18,Tennessee,Chattanooga,1400 Cowart St,0,5,5
14-Jul-18,Maryland,Fort Washington,9500 block of Fort Foote Rd,0,4,4
13-Jul-18,Virginia,Richmond,1401 Roseneath Rd,1,3,4
12-Jul-18,Tennessee,Memphis,3678 Powers Rd,0,5,5
11-Jul-18,Texas,Houston,9550 Bissonnet St,0,4,4
11-Jul-18,Florida,Reddick,16300 block of NW Gainesville Rd,0,4,4
9-Jul-18,Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4,5
9-Jul-18,Delaware,Wilmington,2709 Ferris Rd,5,0,5
8-Jul-18,Alabama,Brandon,565 US-80,0,6,6
8-Jul-18,Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4,4
7-Jul-18,Alabama,Wetumpka,135 Granite Way,3,2,5
5-Jul-18,New York,Brooklyn,280 Herkimer St,0,4,4
5-Jul-18,New York,Albany,First St and Lexington Ave,0,4,4
5-Jul-18,California,Los Angeles,1600 block of W. 2nd Street,3,3,6
5-Jul-18,Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,6
5-Jul-18,Ohio,Lima,1440 Bellefontaine Ave,1,5,6
4-Jul-18,Georgia,Atlanta,5456 E Fayetteville Rd,1,3,4
3-Jul-18,Missouri,Saint Louis,1700 block of Billups Ave,1,5,6
3-Jul-18,District of Columbia,Washington,1700 block of Benning Rd NE,0,4,4
2-Jul-18,New York,Buffalo,Grape St,2,2,4
1-Jul-18,Illinois,Chicago,3400 block of W Walnut Ave,0,6,6
30-Jun-18,Maryland,Baltimore,4000 block of Penhurst Ave,0,6,6
30-Jun-18,Georgia,Ashburn,800 Block of W. Washington,1,6,7
30-Jun-18,New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5,5
28-Jun-18,Maryland,Annapolis,888 Bestgate Rd,5,0,5
27-Jun-18,California,Oakland,8901 MacArthur Boulevard,1,3,4
27-Jun-18,Texas,San Antonio,100 block of Holly Street,0,4,4
27-Jun-18,Connecticut,Hartford,124 Hillside Ave,0,4,4
25-Jun-18,Illinois,Chicago,3900 block of S Vincennes Ave,0,6,6
24-Jun-18,North Carolina,Sanford,109 S Steele St,1,6,7
24-Jun-18,Florida,Punta Gorda,2450 Harbour Dr,0,4,4
24-Jun-18,Florida,Indiantown,17068 SW Palm Beach St,0,4,4
24-Jun-18,Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3,4
24-Jun-18,Indiana,Gary,2500 block of Harrison Street,1,3,4
24-Jun-18,Ohio,Sandusky,1504 Milan Rd,0,5,5
23-Jun-18,Kansas,Wichita,1403 Harding  St,0,4,4
23-Jun-18,Illinois,Chicago,100 block of East 51st St,1,4,5
23-Jun-18,Tennessee,Covington,319 N High St,0,4,4
22-Jun-18,Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3,4
21-Jun-18,California,San Bernardino,279 W Base Line,1,3,4
21-Jun-18,Louisiana,Morganza,Deaton Ln,0,4,4
21-Jun-18,Illinois,Chicago,6500 block of S Claremont Ave,0,4,4
20-Jun-18,California,Modesto,2300 block of West Hatch Road,0,5,5
19-Jun-18,Alabama,Huntsville,905 Lee Dr NW,0,4,4
18-Jun-18,Illinois,Bloomington,311 Riley Dr,3,1,4
18-Jun-18,Illinois,Chicago,1300 block of S Loomis St,2,3,5
17-Jun-18,North Carolina,Charlotte,3215 Queen City Dr,0,4,4
17-Jun-18,New Jersey,Trenton,635 S Clinton Ave,1,19,20
17-Jun-18,Georgia,Macon,325 Edgewood Ln,1,3,4
17-Jun-18,Illinois,Chicago,2200 block of S Sacramento Ave,0,4,4
14-Jun-18,California,Union City,32992 Mission Blvd,0,5,5
14-Jun-18,New York,Buffalo,Marigold Ave,1,4,5
14-Jun-18,California,Tracy,West 6th Street,1,4,5
14-Jun-18,Colorado,Westminster,5150 W 80th Ave,1,3,4
14-Jun-18,Pennsylvania,Philadelphia,400 block of Penn St,0,4,4
12-Jun-18,New York,Bronx,W 166th St and  Summit Ave,0,4,4
11-Jun-18,Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4,4
11-Jun-18,Florida,Orlando,4932 Eaglesmere Dr,6,0,6
10-Jun-18,California,Valley Village,12719 Tiara St,0,6,6
10-Jun-18,Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4,5
10-Jun-18,Illinois,Aurora,300 block of W Park Ave,0,7,7
10-Jun-18,Florida,Bradenton,5627 14th St W,1,5,6
10-Jun-18,Illinois,Chicago,6400 block of S Eberhart Ave,1,5,6
10-Jun-18,Illinois,Bloomington,1200 block of Orchard Rd,2,2,4
9-Jun-18,North Carolina,Kannapolis,1709 S Cannon Blvd,0,4,4
9-Jun-18,Massachusetts,Boston,14 Copeland St,0,4,4
9-Jun-18,Pennsylvania,Philadelphia,2000 block of 20th St,1,4,5
5-Jun-18,Florida,Jacksonville,Town Center Pkwy,3,1,4
3-Jun-18,Texas,Dallas,4500 Spring Ave,0,5,5
3-Jun-18,Illinois,Chicago,1200 block of W 73rd Pl,1,3,4
2-Jun-18,Nebraska,Omaha,S 11th St and Farnam St,1,6,7
2-Jun-18,New York,Buffalo,Strauss Street,0,5,5
31-May-18,South Carolina,Timmonsville,544 Chaney Grove Rd,3,2,5
27-May-18,Louisiana,Shreveport,857 E Stoner Ave,0,4,4
27-May-18,Colorado,Aurora,15373 E 6th Ave,1,3,4
25-May-18,Ohio,Cincinnati,1000 block of Ross Avenue,0,4,4
20-May-18,Indiana,Anderson,1604 Madison Ave,0,4,4
20-May-18,Mississippi,Hazlehurst,513 Monticello St,1,7,8
18-May-18,Texas,Santa Fe,16000 Hwy 6,10,13,23
16-May-18,Texas,Ponder,610 Lone Star Park Ln,5,1,6
14-May-18,Maryland,Baltimore,2020 Etting St,0,4,4
13-May-18,California,Los Angeles,365 W Manchester Avenue,2,2,4
13-May-18,California,Stockton,2436 Belleview St,3,2,5
13-May-18,Mississippi,Byhalia,French Rd and Berta Rd,0,4,4
12-May-18,Nebraska,Omaha,3201 Decatur St,0,6,6
12-May-18,New Jersey,Paulsboro,275 W Buck St,0,4,4
11-May-18,Missouri,Saint Louis,4800 block of Farlin Ave,0,4,4
11-May-18,Oklahoma,Talihina,2nd St and Dallas St,1,4,5
9-May-18,Missouri,Saint Louis,5200 block of Minerva Avenue,0,4,4
9-May-18,Nebraska,Omaha,Sahler St and N 48th St,0,4,4
7-May-18,California,San Diego,15th St and J St,0,5,5
6-May-18,Oklahoma,Stillwater,2020 East Lakeview Road,0,4,4
6-May-18,Tennessee,Memphis,499 N Watkins St,2,4,6
5-May-18,Georgia,Columbus,4944 Sentry Street,0,5,5
4-May-18,North Carolina,Henderson,519 Hilliard St,0,4,4
4-May-18,Illinois,Chicago Heights,200 block of E 23rd St,0,4,4
2-May-18,Illinois,Chicago,3500 block of W Grenshaw St,1,4,5
2-May-18,Minnesota,Minneapolis,2400 block of Ogema Place,0,5,5
2-May-18,New York,Brooklyn,333 Bristol St,1,4,5
1-May-18,Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5,5
30-Apr-18,Florida,Pompano Beach,4251 N Dixie Hwy,0,4,4
30-Apr-18,District of Columbia,Washington,3600 block of New York Ave NE,0,4,4
29-Apr-18,Tennessee,Wartburg,519 South Kingston St,0,4,4
29-Apr-18,Washington,Seattle (Skyway),12603 Renton Ave S,2,2,4
29-Apr-18,North Carolina,Monroe,1500 block of Massey St,1,3,4
29-Apr-18,Florida,West Palm Beach,1969 S Military Trail,1,3,4
28-Apr-18,North Carolina,Maxton,Modest Rd,0,5,5
25-Apr-18,Arkansas,Pine Bluff,300 block of West 24th Street,0,4,4
25-Apr-18,Missouri,Saint Louis,1151 Northdale Dr,3,1,4
24-Apr-18,Michigan,Flint,2200 block of Ave A,0,4,4
22-Apr-18,Tennessee,Antioch,3571 Murfreesboro Pike,4,3,7
22-Apr-18,Louisiana,New Orleans,1900 block of St Roch Ave,2,4,6
21-Apr-18,Pennsylvania,Philadelphia,1800 block of W Diamond St,2,2,4
20-Apr-18,California,San Francisco,3rd Street and Quesada Ave,1,5,6
18-Apr-18,North Carolina,Asheville,73 Hansel Ave,4,3,7
15-Apr-18,Louisiana,Shreveport,6956 Jewella Ave,0,6,6
9-Apr-18,California,Vallejo,201 Maine St,0,4,4
8-Apr-18,North Carolina,Hickory,247 1st Ave NW,1,3,4
8-Apr-18,Florida,Miami,1300 block of NW 63rd Terrace,2,2,4
6-Apr-18,Florida,Jacksonville,6100 block of Transylvania Ave,0,4,4
6-Apr-18,Virginia,Virginia Beach,5800 block of Pickering St,1,3,4
4-Apr-18,Louisiana,New Orleans,3300 Garden Oaks Drive,2,2,4
2-Apr-18,Texas,Houston,8500 block of Redcliff Rd,1,3,4
1-Apr-18,Alabama,Mobile,3556 Halls Mill Rd,1,4,5
1-Apr-18,Michigan,Saginaw,600 block of Yale St,0,5,5
31-Mar-18,New Jersey,Asbury Park,Atlantic Ave and Monmouth Ave,0,5,5
29-Mar-18,Texas,Plano,7401 Alma Dr,1,3,4
29-Mar-18,New Jersey,Camden,Kaighn Ave and Haddon Ave,0,4,4
24-Mar-18,Utah,Salt Lake City (West Valley City),3180 South 5600 West,0,4,4
21-Mar-18,California,San Francisco,949 Geneva Ave,1,5,6
17-Mar-18,Kentucky,Louisville,2928 W Kentucky St,0,7,7
17-Mar-18,Illinois,Harvey,16700 S Halsted St,0,4,4
13-Mar-18,Florida,Macclenny,South Blvd,0,4,4
12-Mar-18,California,Modesto,2000 block of Robertson Rd,0,4,4
11-Mar-18,Indiana,South Bend,800 block of E Dayton St,0,6,6
11-Mar-18,Illinois,Champaign,700 block of N Hickory St,1,3,4
11-Mar-18,Michigan,Saginaw,Cumberland Ave and Hess St,1,4,5
9-Mar-18,North Carolina,Wadesboro,1300 E Caswell St,3,1,4
7-Mar-18,Alabama,Hurtsboro,531 Main Street,2,2,4
4-Mar-18,Illinois,Rockford,426 Howard Ave,1,4,5
3-Mar-18,New York,Brooklyn,Kings Highway and Utica Avenue,1,3,4
3-Mar-18,Florida,Miami,1300 Block of NW 62nd Ln,0,4,4
27-Feb-18,Connecticut,Bridgeport,1306 Stratford Ave,0,4,4
26-Feb-18,Michigan,Detroit,22700 Fenkell Ave,5,0,5
23-Feb-18,Florida,Palm Beach Gardens (Riviera Beach),W 23rd St,1,3,4
18-Feb-18,Texas,San Antonio,2893 Cinema Ridge,0,5,5
17-Feb-18,Kansas,Kansas City,1615 Minnesota,1,7,8
17-Feb-18,Tennessee,Memphis,3188 N Watkins Ave,0,5,5
16-Feb-18,Oklahoma,Oklahoma City,1700 block of SW 15,1,3,4
14-Feb-18,Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17,34
13-Feb-18,Louisiana,New Orleans,5400 block of Andry St,2,3,5
11-Feb-18,Michigan,Detroit,19432 Lamont St,4,3,7
10-Feb-18,Kentucky,Paintsville,413 Mill St,5,0,5
7-Feb-18,Florida,Lake Worth (Lantana),I-95 and Lantana Ave,3,3,6
5-Feb-18,Colorado,Colorado Springs,4225 Galley Rd,2,4,6
3-Feb-18,Ohio,Cleveland (Garfield Heights),11321 Broadway Ave,1,5,6
31-Jan-18,Missouri,Saint Louis,Goodfellow Blvd and Dr Martin Luther King Dr,0,4,4
28-Jan-18,Pennsylvania,Melcroft,1301 Indian Creek Valley Rd,5,0,5
28-Jan-18,Indiana,Indianapolis,1313 N Sherman Dr,2,3,5
28-Jan-18,Pennsylvania,Reading,123 S 3rd St,4,0,4
27-Jan-18,Kentucky,Bowling Green,645 Pearl Street,0,4,4
27-Jan-18,California,Los Angeles,243 East 119th St,0,5,5
25-Jan-18,District of Columbia,Washington,1600 block of Kenilworth Ave NE,0,4,4
23-Jan-18,Kentucky,Benton,416 High School Rd,2,14,16
23-Jan-18,Pennsylvania,Philadelphia,N 24th St and Ridge Ave,0,4,4
21-Jan-18,Florida,Orlando,3101 Willow Bend Blvd,0,4,4
21-Jan-18,Illinois,Chicago,3200 W Division St,0,4,4
17-Jan-18,District of Columbia,Washington,2000 block of 16th St SE,1,3,4
15-Jan-18,Florida,Alachua,14223 NW 156th Pl,0,5,5
14-Jan-18,Alabama,Eutaw,809 Mesopotamia St,1,4,5
14-Jan-18,Alabama,Madison,101 Westchester Dr,0,4,4
12-Jan-18,Tennessee,Nashville,2614 Jenkins Ct,3,2,5
11-Jan-18,Missouri,Saint Robert (St Robert),St Robert Outer Road and Houston Road,2,2,4
7-Jan-18,Alabama,Union Springs,US-29,1,5,6
7-Jan-18,Florida,Plantation,5225 W Broward Blvd,0,4,4
5-Jan-18,Mississippi,Hattiesburg,6168 US 49,0,6,6
4-Jan-18,Arkansas,Brinkley,615 W 6th St,1,3,4
1-Jan-18,Alabama,Huntsville,2025 Sparkman Dr NW,1,3,4
31-Dec-17,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,8
31-Dec-17,Illinois,Chicago,2335 Howard St,0,4,4
31-Dec-17,New Jersey,Long Branch,635 Wall St,4,0,4
27-Dec-17,Nevada,Las Vegas,3750 E Bonanza Rd,2,2,4
26-Dec-17,Florida,Miami,NW 18th Ave and 86th Ter,0,5,5
24-Dec-17,Mississippi,Vicksburg,1111 Mulberry Street,0,5,5
24-Dec-17,Alabama,Troy,100 block of Chapman St,1,4,5
23-Dec-17,Louisiana,Eunice,100 block of City Avenue,1,3,4
23-Dec-17,Alabama,Birmingham,3rd Ave N and 9th St N,0,4,4
21-Dec-17,Pennsylvania,Philadelphia,6600 block of Dorel St,1,3,4
21-Dec-17,Louisiana,Lafayette,1500 block of N University Avenue,0,4,4
16-Dec-17,Mississippi,Mc Cool (Mccool),Ferguson Rd,0,4,4
15-Dec-17,California,Pacoima,13041 Jouett Street,0,5,5
13-Dec-17,Ohio,Columbus,200 block of E Barthman Ave,1,3,4
12-Dec-17,Kentucky,Louisville,17th and Gallagher Streets,0,4,4
12-Dec-17,Texas,Garland,1301 Rivercrest Ln,0,4,4
9-Dec-17,Massachusetts,Boston,Proctor St,0,4,4
6-Dec-17,Illinois,Chicago,4620 N Broadway,0,4,4
